-32.27224302,28.28017489,0
-32.53353834,28.10764574,0
-32.88816141,27.8651054,0
-33.23633699,27.61733401,0
-33.88988685,27.12544119,0
-34.52379921,26.61317249,0
-35.05668254,26.15406687,0
-35.65161123,25.6086916,0
-36.50196599,24.76391473,0
-36.91094552,24.32786471,0
-37.36559436,23.81841166,0
-37.75175392,23.36381838,0
-38.37070657,22.58940877,0
-38.79319698,22.02526539,0
-39.37607625,21.19372018,0
-39.86635413,20.44029997,0
-40.13280436,20.0075216,0
-40.39127441,19.57035601,0
-40.79300557,18.85332497,0
-41.17371616,18.12592562,0
-41.56040512,17.33112387,0
-41.7693463,16.87437246,0
-42.14083203,16.00609424,0
-42.41913236,15.29928708,0
-42.73762897,14.41550933,0
-42.87879724,13.99224425,0
-43.01334523,13.56689153,0
-43.14116239,13.13965103,0
-43.30733566,12.54341692,0
-43.48358407,11.84665247,0
-43.62556596,11.22009885,0
-43.7617313,10.54100245,0
-43.85807366,9.992954842,0
-43.92268122,9.579421615,0
-43.98052314,9.163868234,0
-44.12191506,7.765207492,0
-44.15496588,7.202519058,0
-44.17635023,6.497528633,0
-44.17693573,5.933197836,0
-44.1674436,5.510238371,0
-44.1322005,4.80707187,0
-44.09913962,4.386713167,0
-44.05528254,3.952970551,0
-44.02183527,3.675051579,0
-43.91278986,2.94182854,0
-43.83328143,2.506961888,0
-43.80615624,2.3714291,0
-43.64738608,1.670609652,0
-43.49675234,1.109272656,0
-43.39553129,0.771746026,0
-43.25655848,0.348088077,0
-43.16800919,0.097966288,0
-43.03914214,-0.243050319,0
-42.84893193,-0.704744133,0
-42.79720144,-0.822907834,0
-42.66632907,-1.109495851,0
-42.52895361,-1.393146504,0
-42.35437088,-1.731370355,0
-42.16864316,-2.06726924,0
-41.99705432,-2.358352165,0
-41.85486133,-2.587035374,0
-41.61697932,-2.946878466,0
-41.05758421,-3.69783146,0
-40.88482982,-3.906544017,0
-40.35863929,-4.485276426,0
-40.07350625,-4.766855051,0
-39.69259965,-5.111890869,0
-39.28480548,-5.445339257,0
-38.68522583,-5.874741289,0
-38.27863536,-6.1282273,0
-37.73362107,-6.423920544,0
-37.38773835,-6.586774168,0
-36.88032134,-6.792431687,0
-36.50184659,-6.920877128,0
-36.14904405,-7.021851318,0
-35.74887134,-7.114766353,0
-35.47693972,-7.164874838,0
-35.22210393,-7.202269333,0
-34.81895114,-7.24244627,0
-34.81895114,-7.24244627,0
-34.67887716,-7.250921027,0
-34.11915213,-7.256086951,0
-33.97304055,-7.249749369,0
-33.68340851,-7.227543232,0
-33.39008157,-7.191690513,0
-33.09422463,-7.141474034,0
-32.36991077,-6.955464403,0
-32.03330873,-6.83634143,0
-31.52806293,-6.614719524,0
-31.24961849,-6.468799351,0
-30.91963076,-6.271973594,0
-30.4713869,-5.959014478,0
-30.23027714,-5.766713998,0
-29.93294108,-5.504002855,0
-29.44734969,-5.006765214,0
-29.12347731,-4.621429527,0
-28.82020122,-4.215834285,0
-28.33293249,-3.459483856,0
-28.0510656,-2.954606546,0
-27.90659027,-2.674586238,0
-27.68728943,-2.220258035,0
-27.31036586,-1.352628052,0
-26.99594077,-0.543358957,0
-26.8436396,-0.124507933,0
-26.72381307,0.216415777,0
-26.62230792,0.51244143,0
-26.52268415,0.808854522,0
-26.3831721,1.232558447,0
-26.28699988,1.529621822,0
-26.15120404,1.95457301,0
-25.89658447,2.762554944,0
-25.64311125,3.571132256,0
-25.34743201,4.505524767,0
-25.21090057,4.930297296,0
-25.11435144,5.227349865,0
-24.97483267,5.651142361,0
-24.84796965,6.030431945,0
-24.76237923,6.282887111,0
-24.63269031,6.65994934,0
-24.54509975,6.910815203,0
-24.3232061,7.532449172,0
-24.27792194,7.6568622,0
-24.1410487,8.02788934,0
-24.00205731,8.397028801,0
-23.90806267,8.642379616,0
-23.71770926,9.12892083,0
-23.47465555,9.73077907,0
-23.29711446,10.15731703,0
-23.09449979,10.63129595,0
-22.78447923,11.33176057,0
-22.57240041,11.79484997,0
-22.41063892,12.13986754,0
-22.19226935,12.59503029,0
-22.02589887,12.93409134,0
-21.74566834,13.49113334,0
-21.57443518,13.82338037,0
-21.34401531,14.26143461,0
-21.16892007,14.58781095,0
-20.99229099,14.91172481,0
-20.81420555,15.23322323,0
-20.63474322,15.5523626,0
-20.45398527,15.86920902,0
-20.27201471,16.18383869,0
-19.96800646,16.70060789,0
-19.78322954,17.0097988,0
-19.597558,17.3171459,0
-19.41108333,17.6227798,0
-19.22389953,17.92684496,0
-18.91271266,18.42722163,0
-18.72412712,18.72793868,0
-18.53520784,19.02775228,0
-18.34607065,19.32688869,0
-18.21943856,19.52681712,0
-18.15587046,19.62712657,0
-18.09230191,19.72742667,0
-18.06916245,19.76393803,0
-17.94255818,19.96377068,0
-17.7943326,20.19804078,0
-17.66797244,20.3982236,0
-17.52001661,20.63344885,0
-17.43412445,20.77054303,0
-17.37098417,20.8716296,0
-17.30792768,20.97287696,0
-17.22207677,21.11125868,0
-17.09712537,21.31394052,0
-17.01133644,21.45411358,0
-16.66710556,22.02745709,0
-16.52202651,22.27589943,0
-16.40153389,22.48625129,0
-16.25830432,22.74201597,0
-16.17366722,22.89659583,0
-16.08934858,23.0535582,0
-15.89511833,23.42878016,0
-15.70673541,23.81656766,0
-15.57552235,24.10595897,0
-15.40298201,24.52176811,0
-15.27879636,24.8585031,0
-15.13615274,25.31331478,0
-15.00414511,25.88242053,0
-14.94872807,26.26303301,0
-14.92298335,26.64332487,0
-14.93271226,27.06320054,0
-14.9863308,27.47933037,0
-15.08483603,27.88193637,0
-15.11363112,27.97176151,0
-15.15845857,28.0977046,0
-15.18858755,28.17490593,0
-15.16909766,28.12557088,0
-15.19928372,28.20111095,0
-15.20816771,28.22244023,0
-15.21638271,28.24182818,0
-15.25511993,28.32929406,0
-15.25961071,28.33904491,0
-15.32087393,28.46513152,0
-15.31974333,28.4629118,0
-15.31871245,28.46088462,0
-15.31777242,28.45903338,0
-15.34649404,28.51446607,0
-15.37458139,28.566559,0
-15.43591093,28.67392355,0
-15.49948503,28.77729071,0
-15.54043429,28.84020551,0
-15.65193167,28.99927795,0
-15.75249589,29.12992963,0
-16.0521248,29.46576553,0
-16.70829525,30.02271585,0
-17.57722298,30.54229065,0
-18.31377958,30.86142283,0
-19.39425426,31.19005425,0
-20.81315553,31.43295295,0
-21.66168964,31.49529982,0
-22.50872168,31.50350912,0
-22.92607545,31.48899028,0
-23.75928626,31.42516072,0
-24.42627991,31.34175832,0
-24.56408684,31.32103031,0
-24.83881512,31.27617803,0
-25.11204595,31.22693701,0
-25.38366366,31.17343617,0
-25.65356067,31.1158031,0
-25.78770924,31.08550477,0
-25.92138737,31.05422338,0
-26.18755204,30.98870636,0
-26.45171725,30.91943086,0
-26.71380334,30.84651829,0
-26.84389476,30.80877933,0
-26.97343738,30.77017878,0
-27.10242307,30.7307313,0
-27.39837089,30.63639639,0
-27.52545849,30.59424784,0
-27.52545849,30.59424784,0
-27.6941926,30.5367619,0
-27.81989657,30.4928024,0
-27.98902089,30.43212743,0
-28.11329701,30.38641958,0
-28.15924389,30.36927929,0
-28.28267404,30.32258765,0
-28.45220096,30.25691835,0
-28.5741392,30.20857753,0
-28.5741392,30.20857753,0
-28.5741392,30.20857753,0
-28.69544334,30.15956666,0
-28.81610916,30.10989876,0
-28.86596449,30.08911039,0
-29.10517955,29.98718166,0
-29.22363519,29.93536507,0
-29.22363519,29.93536507,0
-29.34143666,29.88294761,0
-29.57541969,29.77619509,0
-29.74475189,29.69673519,0
-29.85959736,29.64178298,0
-29.97377468,29.58629604,0
-30.08728193,29.53028607,0
-30.20011736,29.47376464,0
-30.31227937,29.4167432,0
-30.31227937,29.4167432,0
-30.42376656,29.35923307,0
-30.53457769,29.30124546,0
-30.64471167,29.24279144,0
-30.75416758,29.18388197,0
-30.86294465,29.12452788,0
